Username,Position,Player Name,Team
GREEDYMONKEY,RB,Saquon Barkley,PHI
GREEDYMONKEY,W/T,Dalton Kincaid,BUF
GREEDYMONKEY,W/T,Keon Coleman,BUF
GREEDYMONKEY,W/T,Terry McLaurin,WAS
GREEDYMONKEY,W/T,Khalil Shakir,BUF
GREEDYMONKEY,W/T,Xavier Worthy,KC
GREEDYMONKEY,W/T,DeVonta Smith,PHI
SABERBOOTHTIGER,QB,Jalen Hurts,PHI
SABERBOOTHTIGER,RB,James Cook,BUF
SABERBOOTHTIGER,RB,Saquon Barkley,PHI
SABERBOOTHTIGER,W/T,Amari Cooper,BUF
SABERBOOTHTIGER,W/T,Dalton Kincaid,BUF
SABERBOOTHTIGER,W/T,Hollywood Brown,KC
SABERBOOTHTIGER,W/T,Khalil Shakir,BUF
SABERBOOTHTIGER,W/T,Dallas Goedert,PHI
SABERBOOTHTIGER,W/T,Xavier Worthy,KC
SABERBOOTHTIGER,W/T,Travis Kelce,KC
ACEB00GIEE,QB,Jayden Daniels,WAS
ACEB00GIEE,QB,Jalen Hurts,PHI
ACEB00GIEE,RB,Brian Robinson Jr.,WAS
ACEB00GIEE,RB,James Cook,BUF
ACEB00GIEE,RB,Saquon Barkley,PHI
ACEB00GIEE,W/T,Terry McLaurin,WAS
ACEB00GIEE,W/T,Dallas Goedert,PHI
ACEB00GIEE,W/T,Keon Coleman,BUF
ACEB00GIEE,W/T,Dalton Kincaid,BUF
ACEB00GIEE,W/T,A.J. Brown,PHI
TEABAGU,QB,Jayden Daniels,WAS
TEABAGU,QB,Jalen Hurts,PHI
TEABAGU,RB,Kareem Hunt,KC
TEABAGU,RB,Saquon Barkley,PHI
TEABAGU,W/T,Dalton Kincaid,BUF
TEABAGU,W/T,Terry McLaurin,WAS
TEABAGU,W/T,Hollywood Brown,KC
TEABAGU,W/T,Xavier Worthy,KC
TEABAGU,W/T,DeVonta Smith,PHI
TEABAGU,W/T,A.J. Brown,PHI
SJS045,QB,Josh Allen,BUF
SJS045,RB,Brian Robinson Jr.,WAS
SJS045,RB,Saquon Barkley,PHI
SJS045,W/T,Curtis Samuel,BUF
SJS045,W/T,Mark Andrews,BAL
SJS045,W/T,Terry McLaurin,WAS
SJS045,W/T,Dalton Kincaid,BUF
SJS045,W/T,Dallas Goedert,PHI
SJS045,W/T,Khalil Shakir,BUF
SJS045,W/T,A.J. Brown,PHI
DELICIOUSGRIZZLY,QB,Jayden Daniels,WAS
DELICIOUSGRIZZLY,QB,Jalen Hurts,PHI
DELICIOUSGRIZZLY,RB,Isiah Pacheco,KC
DELICIOUSGRIZZLY,RB,Saquon Barkley,PHI
DELICIOUSGRIZZLY,W/T,Justin Watson,KC
DELICIOUSGRIZZLY,W/T,Zach Ertz,WAS
DELICIOUSGRIZZLY,W/T,DeAndre Hopkins,KC
DELICIOUSGRIZZLY,W/T,Xavier Worthy,KC
DELICIOUSGRIZZLY,W/T,A.J. Brown,PHI
DELICIOUSGRIZZLY,W/T,Travis Kelce,KC
BILLYBGAMING,QB,Jalen Hurts,PHI
BILLYBGAMING,QB,Jared Goff,DET
BILLYBGAMING,RB,Kareem Hunt,KC
BILLYBGAMING,RB,David Montgomery,DET
BILLYBGAMING,RB,Saquon Barkley,PHI
BILLYBGAMING,W/T,Terry McLaurin,WAS
BILLYBGAMING,W/T,Zay Flowers,BAL
BILLYBGAMING,W/T,Rashod Bateman,BAL
BILLYBGAMING,W/T,Dallas Goedert,PHI
BILLYBGAMING,W/T,Xavier Worthy,KC
DAVEA1,QB,Patrick Mahomes,KC
DAVEA1,QB,Jalen Hurts,PHI
DAVEA1,RB,Kareem Hunt,KC
DAVEA1,RB,Joe Mixon,HOU
DAVEA1,RB,Saquon Barkley,PHI
DAVEA1,W/T,Zay Flowers,BAL
