Username,Position,Player Name,Team
FANTASYGRINDER,W/T,Dallas Goedert,PHI
FANTASYGRINDER,W/T,Rashod Bateman,BAL
FANTASYGRINDER,W/T,Travis Kelce,KC
BEALLBOY,QB,Jayden Daniels,WAS
BEALLBOY,QB,Patrick Mahomes,KC
BEALLBOY,RB,Austin Ekeler,WAS
BEALLBOY,RB,Brian Robinson Jr.,WAS
BEALLBOY,RB,Saquon Barkley,PHI
BEALLBOY,W/T,DeAndre Hopkins,KC
BEALLBOY,W/T,Terry McLaurin,WAS
BEALLBOY,W/T,Mike Evans,TB
BEALLBOY,W/T,Puka Nacua,LAR
BEALLBOY,W/T,Travis Kelce,KC
ALABREL,QB,Jayden Daniels,WAS
ALABREL,QB,Jalen Hurts,PHI
ALABREL,RB,Joe Mixon,HOU
ALABREL,RB,James Cook,BUF
ALABREL,W/T,Jalen Nailor,MIN
ALABREL,W/T,Courtland Sutton,DEN
ALABREL,W/T,Amari Cooper,BUF
ALABREL,W/T,Terry McLaurin,WAS
ALABREL,W/T,Khalil Shakir,BUF
ALABREL,W/T,Puka Nacua,LAR
BSMOOT24,QB,Jayden Daniels,WAS
BSMOOT24,QB,Patrick Mahomes,KC
BSMOOT24,RB,Kareem Hunt,KC
BSMOOT24,RB,Kyren Williams,LAR
BSMOOT24,W/T,Zach Ertz,WAS
BSMOOT24,W/T,DeAndre Hopkins,KC
BSMOOT24,W/T,Terry McLaurin,WAS
BSMOOT24,W/T,Ladd McConkey,LAC
BSMOOT24,W/T,Puka Nacua,LAR
BSMOOT24,W/T,Travis Kelce,KC
CPDUNN12,QB,Baker Mayfield,TB
CPDUNN12,QB,Jayden Daniels,WAS
CPDUNN12,RB,Justice Hill,BAL
CPDUNN12,RB,Saquon Barkley,PHI
CPDUNN12,RB,Derrick Henry,BAL
CPDUNN12,W/T,DeAndre Hopkins,KC
CPDUNN12,W/T,Isaiah Likely,BAL
CPDUNN12,W/T,Terry McLaurin,WAS
CPDUNN12,W/T,Mike Evans,TB
CPDUNN12,W/T,Rashod Bateman,BAL
CMO,QB,Sam Darnold,MIN
CMO,QB,Jayden Daniels,WAS
CMO,RB,Justice Hill,BAL
CMO,RB,Derrick Henry,BAL
CMO,RB,Saquon Barkley,PHI
CMO,W/T,Zach Ertz,WAS
CMO,W/T,T.J. Hockenson,MIN
CMO,W/T,Terry McLaurin,WAS
CMO,W/T,Mark Andrews,BAL
CMO,W/T,Jameson Williams,DET
BKITE16,QB,Matthew Stafford,LAR
BKITE16,QB,Jayden Daniels,WAS
BKITE16,RB,James Cook,BUF
BKITE16,RB,Saquon Barkley,PHI
BKITE16,W/T,Mack Hollins,BUF
BKITE16,W/T,Cooper Kupp,LAR
BKITE16,W/T,Terry McLaurin,WAS
BKITE16,W/T,Dallas Goedert,PHI
BKITE16,W/T,Sam LaPorta,DET
BKITE16,W/T,Khalil Shakir,BUF
THESCURGE,QB,Jayden Daniels,WAS
THESCURGE,QB,Patrick Mahomes,KC
